,title,company,description,company_overview,location,role,hours,industry,applications,posted,closing,salary_type,salary
0,Data Scientist,SINGAPORE POWER LIMITED,"Roles & ResponsibilitiesWhy Work for Us We Power the Nation.  Make the most of your talents and develop products that can create impact on a national scale. We are an in-house software team, assembled to move with speed and deliver with quality.   We Build Reliable Solutions. For Customers, Company and Country.  You will be part of the Digital Technology Team and together, you will innovate, create, and deploy digital products that will empower more than 3,800 employees within SP Group and improve the quality of life for the 1.5 million commercial, industrial and residential customers that SP Group serves. We build solutions that enable sustainable high quality lifestyles and help consumers save energy and cost, as well as supporting national goals for a sustainable livable city. Now, imagine the impact you can create.   SP Digital Technology aims to use cutting edge technologies to help SP Group to revolutionize future utility/energy industry by providing better services and more efficient energy solutions to our customers. Data charter consists of data engineering, business intelligence, data science/machine learning teams. We oversee and drive all data and AI initiatives for SP group. It includes the following  Build next generation data infrastructure to collect/process/analyze different data from consumers, assets, energy Discover the business problems/opportunities and design data-driven solutions to improve operation/business/customer experience Uncover the actionable insights for multiple stakeholders to drive business growth    The mission of data team is to drive SP to become data-driven company and create data-driven products. As a data team member, you will be responsible for designing, developing and deploying data-driven solutions to create business value. We are looking for a Data Scientist who will help us discover patterns hidden in large amounts of data and make decisions from different sources. Your primary focus will be in applying data wrangling and machine learning techniques to build high quality anomaly detection, prediction and recommendation systems integrated with our products. You will work closely with customers and data engineers to understand the business requirements, in-house infrastructure and help build solutions for different business users.   What You'll Do  Understand business logics from domain experts and come up with reasonable targets for data projects Data fetching from different sources such as database, big data lake running on hadoop/hive Enhancing data by building autonomous pipelines from different sources Data wrangling by preprocessing, cleansing, and feature engineering Applying state-of-art machine learning techniques such as RNN, CNN for predictions and anomaly detections Build agile data products in a team of data engineers, scientists and business users Doing ad-hoc analysis and presenting results in clear manner Guide junior team members on their projects Help find opportunities from different business partners RequirementsWhat You'll Need We are looking for Passion and Proficiency  Data-oriented personality and software engineering practices Excellent understanding of machine learning models, their pros and cons Experience with common data science toolkits such as Python/R Experience with data visualization tools such as D3.js, matplotlib and etc Proficiency in using query languages such as SQL, Hive Good understanding of statistics, such as distributions, A/B testing, model overfitting/underfitting Experience with one of deep learning libraries such as Tensorflow, Keras, Pytorch, CNTK, MXNet etc Master of Computer Science/Engineering, Applied Mathematics or other engineering related area ","SINGAPORE POWER LIMITED
A leading energy utility company in Asia Pacific, SP Group is committed to delivering world-class electricity, gas network performance and superior market support services in Singapore and Australia. We invest in developing our people so that they are able to achieve their career aspirations and lead enriching lives. With a strong culture based on commitment, integrity, passion and teamwork, you too will be inspired to succeed at SP Group.","SP GROUP BUILDING, 2 KALLANG SECTOR 349277",Professional,Full Time,Information Technology,4 applications,Posted 28 Jan 2019,Closing on 27 Feb 2019,Monthly,"$4,000-$8,000"
1,Senior Data Scientist,SINGAPORE POWER LIMITED,"Roles & ResponsibilitiesWhy Work for Us We Power the Nation.  Make the most of your talents and develop products that can create impact on a national scale. We are an in-house software team, assembled to move with speed and deliver with quality.   We Build Reliable Solutions. For Customers, Company and Country.  You will be part of the Digital Technology Team and together, you will innovate, create, and deploy digital products that will empower more than 3,800 employees within SP Group and improve the quality of life for the 1.5 million commercial, industrial and residential customers that SP Group serves. We build solutions that enable sustainable high quality lifestyles and help consumers save energy and cost, as well as supporting national goals for a sustainable livable city. Now, imagine the impact you can create.   SP Digital Technology aims to use cutting edge technologies to help SP Group to revolutionize future utility/energy industry by providing better services and more efficient energy solutions to our customers. Data charter consists of data engineering, business intelligence, data science/machine learning teams. We oversee and drive all data and AI initiatives for SP group. It includes the following  Build next generation data infrastructure to collect/process/analyze different data from consumers, assets, energy Discover the business problems/opportunities and design data-driven solutions to improve operation/business/customer experience Uncover the actionable insights for multiple stakeholders to drive business growth    The mission of data team is to drive SP to become data-driven company and create data-driven products. As a data team member, you will be responsible for designing, developing and deploying data-driven solutions to create business value. We are looking for a Data Scientist who will help us discover patterns hidden in large amounts of data and make decisions from different sources. Your primary focus will be in applying data wrangling and machine learning techniques to build high quality anomaly detection, prediction and recommendation systems integrated with our products. You will work closely with customers and data engineers to understand the business requirements, in-house infrastructure and help build solutions for different business users.   What You'll Do  Understand business logics from domain experts and come up with reasonable targets for data projects Data fetching from different sources such as database, big data lake running on hadoop/hive Enhancing data by building autonomous pipelines from different sources Data wrangling by preprocessing, cleansing, and feature engineering Applying state-of-art machine learning techniques such as RNN, CNN for predictions and anomaly detections Build agile data products in a team of data engineers, scientists and business users Doing ad-hoc analysis and presenting results in clear manner Guide junior team members on their projects Help find opportunities from different business partners RequirementsWhat You'll Need We are looking for Passion and Proficiency  Data-oriented personality and software engineering practices Excellent understanding of machine learning models, their pros and cons Experience with common data science toolkits such as Python/R Experience with data visualization tools such as D3.js, matplotlib and etc Proficiency in using query languages such as SQL, Hive Good understanding of statistics, such as distributions, A/B testing, model overfitting/underfitting Experience with one of deep learning libraries such as Tensorflow, Keras, Pytorch, CNTK, MXNet etc Master or PhD of Computer Science/Engineering, Applied Mathematics or other engineering related area ","SINGAPORE POWER LIMITED
A leading energy utility company in Asia Pacific, SP Group is committed to delivering world-class electricity, gas network performance and superior market support services in Singapore and Australia. We invest in developing our people so that they are able to achieve their career aspirations and lead enriching lives. With a strong culture based on commitment, integrity, passion and teamwork, you too will be inspired to succeed at SP Group.","SP GROUP BUILDING, 2 KALLANG SECTOR 349277",Middle Management,Full Time,Information Technology,0 application,Posted 28 Jan 2019,Closing on 27 Feb 2019,Monthly,"$8,000-$14,000"
2,Data Director,TBWA SINGAPORE PTE LTD,"Roles & ResponsibilitiesWhat does a Data Director do? From a data perspective we now have a problem: there is more work than is humanly possible for the current team to handle. Which is where you come in. As Singapore’s Data Director, you will play a pivotal role to lead and grow the existing team. You will be responsible for not only delivering the existing scope of work, but also finding ways to push, innovate and find better, more effective ways to help our clients grow their business. You will need to be part practitioner and part consultant – acting as a translator between clients and agency people, finding ways to simplify complexity, and forging ways through complex situations and finding ways to add tangible value to our clients’ businesses. You should be a leader, a pioneer and advocate of thinking that challenges the status quo. There are 4 key pillars of this role: Data Strategy & Analytics  Work with Chief Data Officer to develop data strategy & analytics road map in line with TBWA core value proposition & service offering for existing and new clients. Create strategic approaches and new products for tracking, measurement, reporting, driving creative ideation with data, testing and optimization. Conduct and lead customer facing workshops on pain point identification, ideation, design thinking, high-level data solutioning & change management. Draft analytic briefs for execution including dashboard building, reporting, tracking implementations. Lead analytic solutions including data audit, dashboards, analytic suites, periodic reports, competitor review, measurement plans, website tagging strategies and audience segmentation strategies Construct and present quick proof of concepts and prototypes to demonstrate the value of data analytics in terms of tangible ROI. Lead the development of complex customer data analysis generating insight integrated dashboards or visualization tools. Explore & evaluate new analytics technologies to create synergies with collaborations and technology partnerships. Create training materials, standard solutions collateral, coaching creating best practices will be a key part of the role.  Consultation:  Act as a trusted advisor to provide consultations to internal brand management and campaign management teams on data driven targeting strategies, tracking, KPI setting, reporting and optimizations. Provide critical thinking and subject-matter expertise to quantitative and qualitative aspects of client engagements. Be a partner for clients and keep them up-to-date with the latest data analytics trends and how these impact consumer and brand. Also, incorporate new strategies, tools and methodologies to drive analytics growth and innovation initiatives internal to TBWA.  Business Development:  Proactive business development to deepen and strengthen TBWA’s relationships with clients Create and articulate business cases demonstrating the business impact of analytics solutions to internal stakeholders and clients’ executive teams. Work with cross-functional teams to identify the innovative use of data and analytics to create revenue opportunities within existing and new clients.  Project Delivery & Team Management:  Lead and manage end-to-end project lifecycle for multiple projects concurrently to ensure successful completion of analytic projects within stipulated timelines and budget. Ensure team of technical delivery resources delivers projects on time, meeting quality standards and achieving the desired business benefit. Fostering a collaborative team environment and playing an active role in coaching, mentoring, training and hiring of the analytics talent. Manage P&L of the analytics resources and projects. RequirementsSkills and Experience required:  Min. 6 years relevant experience (with a focus on business and marketing analytics) Confident and able to lead conversations with clients and internal stakeholders, esp. covering a spectrum of audiences: ability to communicate complexity in a simple fashion but also to talk technical details when necessary Love working with diverse and creative community Passion in using data creatively and innovatively to drive better creative executions and creating brand impacts. Verse in digital marketing and advertising platforms Ability to lead analytic products including data audit, dashboards, analytic suites, periodic reports, competitor review, measurement plans, website tagging strategies and audience segmentation strategies Prior marketing and advertising experience preferred. Excellent commercial skills Excellent presentation skills Excellent technical knowledge Microsoft Office Ability to find and use data that’s readily available to us – e.g. open source datasets, client data, first-party data (e.g. GA, Adwords, Crimson Hexagon, Omniture), research data (e.g. GWI) Ability to create datasets where they don’t exist – e.g. exploring combinations of available to data to solve problems in a different way Technical capability – industry-relevant statistical capability, experience with a programming language (python, R-script, C#), experience with OTS BI tools (e.g. PowerBi, Tableau) Excellent documentation and writing skills Commitment to TBWA\ Group – whatever it takes attitude Team player who is able to work under pressure to deliver and adhere to tight deadlines Accuracy and attention to details Pro-active, meticulous and efficiency Ability to work independently Reliability with positive attitude Hungry for more – driving / striving Unlimited potential – an expert in their role Manages down as well as up Passionate – about your role, creativity and the agency Exhilarated by change –pushing and thinking about what’s next Easy to engage with and engages with others as well Cultural fit and contributes to culture Open to feedback and acts on it accordingly and quickly Disruptive in their thinking and approach to problem solving  We regret to inform that only shortlisted candidates will be notified","TBWA\Worldwide (www.tbwa.com) is a top-ten ranked global advertising collective that holds Disruption® at its core to develop business-changing ideas for brands. TBWA has 11,300 employees across 305 offices in 98 countries and also includes brands such as Auditoire, Digital Arts Network (DAN), eg+ worldwide, The Integer Group®, TBWA\Media Arts Lab and TBWA\WorldHealth. TBWA’s global clients include adidas, Airbnb, Apple, Gatorade, Henkel, McDonald’s, Michelin, Nissan, Pernod Ricard, Pfizer, Standard Chartered Bank, Singapore Airlines, Sotheby’s and Vichy. ",991C ALEXANDRA ROAD 119971,"Manager, Professional","Permanent, Full Time",Advertising / Media ,0 application,Posted 28 Jan 2019,Closing on 27 Feb 2019,Monthly,"$8,000-$15,000"
3,Head of Data Engineering,FIXED & MOBILE PTE. LTD.,"Roles & ResponsibilitiesTransferTo operates a leading global digital value services network offering safe, reliable and more accessible mobile value services for emerging markets. Our B2B cross-border network interconnects and provides mobile operators, money transfer operators, retailers, distributors, NGOs and corporates with unparalleled infrastructure and reach to offer solutions that better connect loved ones across borders.   A career with TransferTo provides invaluable experience in an exciting and rapidly expanding market and an opportunity to be part of a truly global company with 7 offices worldwide and a workforce that includes over 50 different nationalities.   The Engineering team is responsible for maintaining, building and expanding the core platform of TransferTo in a highly available environment, processing millions of transactions per month. Ensuring scalability, redundancy, security and performance at the same time while enabling multiple external and internal services and APIs to communicate together is one of the key challenges of our team. Connected to hundreds of partners all over the world via various APIs and protocols our platform is unique and delivers the best-in-class product to our customers.   We are seeking an energetic and passionate Head of Data Engineering to help build the robust foundations that will support current and future data-intensive computations across the company. You will be working closely with the Infrastructure, Software Development, Product, Business Intelligence and Data Science teams to provide insight and expertise. You will have the opportunity to shape our data stack, ensuring that our ever-flowing data is adequately collected, organized and made accessible for advanced analytics and beyond.   Key Role Responsibilities  Define our data engineering and data processing strategy to serve business needs Conceive, develop, monitor and optimize reliable data pipelines that convert data into insights Understand the bigger picture when it comes to data processing and use cases across the company Build a reliable, scalable and efficient cloud-based data processing platform and applications to support the different needs Play a central role in delivering our next generation real-time, big data platform Be involved in whole data platform development process including infra, data ETL and service implementation Participate in the design, discussions and technology choices of the on-going major developments with the other teams RequirementsEssential Experience  More than 5 years of experience in data engineering and people management Advanced knowledge of real-time data streams, ETL processes and how to clean, structure and manage sensitive data effectively Strong development skills in some of the following languages: R, Python, Hive, Pig, Mahout, Java, ... Working knowledge of big data concepts like Hadoop, Spark, MapReduce, and HDFS Deep understanding of both SQL and NoSQL data stores Familiar with data tools and services in Azure, AWS, and/or GCP eco-system is preferred Familiar with data management and visualization tools such as Tableau Knowledge of Amazon AWS services and their applications (RDS, Redshift, S3, EC2, ...) Knowledge in RESTful API development Knowledge in CI tools like Jenkins Knowledge in QA processes and automation Coursework in machine learning, data science, data mining, big data, and/or statistical inference is a plus Comfortable with GIT version control Excellent written and verbal communication skills in English A DevOps attitude - you build it, run it & maintain it The ability to execute independently Enjoy learning and adopting new technologies to push the team forward Thrilled to find creative solutions for the challenges you face Finally, wanting to have responsibilities that make a significant contribution and impact on the company ","FIXED & MOBILE PTE. LTD.
TransferTo operates a B2B Cross-Border Mobile Payments Network for emerging markets, processing real-time transactions for money transfer operators, mobile operators, digital wallet providers, banks, NGO’s and merchants. Leading companies around the world rely on TransferTo’s mobile payment solutions to perform digital payments.
For more information, please visit our website: www.transfer-to.com
 ","ANSON HOUSE, 72 ANSON ROAD 079911",Senior Management,"Permanent, Full Time",Information Technology,1 application,Posted 28 Jan 2019,Closing on 27 Feb 2019,Monthly,"$8,000-$11,000"
4,Data Modeler,MONARCH INFO TECH SERVICES PTE. LTD.,"Roles & ResponsibilitiesExperience in financial services domain.  expert in looking at various different data structures from various different applications and help design and build a standard data model  Establish data strategies, design, architecture, build conceptual/logical/physical data models and flows and communicate with the application development team for adoption; Define, develop and deliver consistent information and data standards, methodologies, guidelines, best practice and approved modelling techniques around data quality, data governance and data security; Analyse and document the technical and business metadata about the data as well as providing insight into the data itself; Work closely with various stakeholders and teams to analyse business needs and ensure that the data integration team prepares the model design and development to complete data models in line with the business requirements; Identify discrepancies between databases and data models. RequirementsWe are looking for an individual who is passionate about data and keen in being a Data Modeler to design and develop both logical and physical data models using the latest technologies  Degree in Information Technology, Computer Engineering, Computer Science or Information System; Good track record in Data Warehouse design and implementation of Data Management Strategies; Require minimum 3 years of working experience as a Data Modeler or schema design and at least 2 real time project experiences  Must have worked in Erwin or similar data modelling tools; Well experienced in solution design, architecture of conceptual, logical and physical data model; Hands on experience in SQL scripting, data analysis, data integration and data management tools; Experience in Big Data technology and Meta-data management is more advantage. Excellent communication skills; Strong team player. ",MONARCH INFO TECH SERVICES PTE. LTD.,,Professional,Full Time,Information Technology,0 application,Posted 28 Jan 2019,Closing on 27 Feb 2019,Monthly,"$6,000-$6,500"
5,Data Engineer,WOODPECKER ASIA TECH PTE. LTD.,"Roles & ResponsibilitiesAbout GoBear GoBear is Asia’s first transparent online personal finance marketplace. We don’t sell directly to our users – we’re the tool people use to find and compare banking and insurance products in 6 countries. Our free, easy-to-use platform offers the widest selection of products to make shopping for financial products transparent, easy and simple. We will help our users to have access to better products and higher approval rates. Through our data-driven technology we are empowering users and providers to build more meaningful relationships. GoBear’s strategy to evolve from a metasearch engine to an online marketplace will transform the Southeast Asia digital ecosystem for users and financial service providers. GoBear is one of the leading FinTech companies in the region and is featured frequently in the media and on stage.   The Job: Our Data Engineer (in the analytics team) is the person responsible for enhancing our analytics and performance management framework. You’ll be building our data infrastructure - like databases and large-scale data processing tools -  on the Google Cloud Platform.  You’ll be a perfect fit in this role if you’re an eager learner, have prior experience in quantitative domains, and if you’re keen to be a team player in a dynamic start-up.   You’ll get to:  Design, construct, install, test and maintain highly scalable data management systems Employ a variety scripting languages and tools to marry systems together Make sure our systems meet business requirements and industry practices Research opportunities for data acquisition and new uses for existing data Develop data set processes for data modelling, mining and production Integrate new data management technologies and software engineering tools into existing structures Create custom software components and analytics applications Install and update disaster recovery procedures Recommend ways to improve data reliability, efficiency and quality Collaborate with data architects, modelers and IT team members on project goals Build high-performance algorithms, prototypes, predictive models and proof of concepts RequirementsSkills:  2-3 years of working experience as a Data Engineering or as a developer Bachelor’s or Master’s degree in Computer Science Proficient in Java and in one of the scripting languages such as Python, JavaScript, Ruby or PHP Proficient with No-SQL databases like HBase or MongoDB Proficient in ETL processes and programming models on Apache Beam Proficient in cloud computing systems management services such as Stackdriver Familiar with cloud services such as MS Azure, Google Cloud Platform or AWS Familiarity with Machine Learning and Statistical techniques for data mining will be beneficial Familiarity with Google Analytics and Google Tag Manager will be an advantage Proficient in oral and written communication in English, as well as effective interpersonal skills ","WOODPECKER ASIA TECH PTE. LTD. (GoBear) is a new and unique comparison site for insurance and financial products that enables you to make the best decisions quickly and easily. GoBear is unbiased, which gives you the freedom to choose what's best for you and saving both time and money.  We're constantly innovating to make comparing insurance better for everyone.
 ",137 TELOK AYER STREET 068602,Professional,Permanent,"Consulting , Banking and Finance, Information Technology",0 application,Posted 28 Jan 2019,Closing on 27 Feb 2019,Monthly,"$4,800-$5,300"
6,"Senior Assistant Manager (Librarian), Research Data Management (18000094)",NANYANG TECHNOLOGICAL UNIVERSITY,"Roles & ResponsibilitiesNTU Library invites applications for one position to support the Research Data Management team.  The successful candidates will be expected to implement solutions and provide services to make effective use of current IT tools and methods to support the NTU research data repository, provide research data management related services to the NTU community by assisting in the development and implementation of the research data management services, including instructional training and provision of online guides on research data management.      Explore, recommend and implement the use of Dataverse APIs, third-party and open source integrations to provide useful front and back-facing automated and integrated services   Lead, administer, maintain and support the NTU research data repository for its software updates and management   Support integration of institutional research outputs management platform with DR-NTU, DR-NTU (Data) and institutional ORCID solutions   Perform research data curation checks on NTU research data repository   Provide on-demand and customised NTU research data repository services, consultation and instruction for research data reproducibility  RequirementsRequirements   Bachelor’s degree in computer science or information technology   Experience with programming languages (e.g., Python, R, SQL, Java).   Experience with MatLab software/data and statistical analysis applications   Ability to add insights and present complex information in a simple format.   Keen eye and attention to details.   Ability to communicate and collaborate with different individuals and teams.   Ability to manage multiple projects & tasks at the same time.   Supervisory and coaching skills.   We regret that only shortlisted candidates will be notified.","World's Top Young University
A research-intensive public university, Nanyang Technological University, Singapore (NTU Singapore) has 33,000 undergraduate and postgraduate students in the colleges of Engineering, Business, Science, and Humanities, Arts and Social Sciences, and its Interdisciplinary Graduate School. NTU’s Lee Kong Chian School of Medicine was established jointly with Imperial College London.
Meteoric rise in international academic reputation ?
In 2018, NTU was placed 12th globally in the Quacquarelli Symonds (QS) World University Rankings. It was also ranked the world’s best young university (under 50 years old) by QS for the fifth consecutive year. In addition, NTU was named the world’s fastest rising young university by Times Higher Education in 2015.
In engineering and technology, NTU is ranked 5th worldwide in the QS World University Rankings by Subject 2018. With six schools, NTU’s College of Engineering is among the top nine globally for research output and the 5th most cited in the world (Essential Science Indicators 2017). ?
Mirroring this success is the College of Science, whose young chemistry department is ranked 10th among universities in the Nature Index 2018. Boosted by research at the Lee Kong Chian School of Medicine, NTU is also strengthening its foothold in areas such as biomedicine and life sciences.
The well-established Nanyang Business School is regularly featured among the leading business schools in Asia, with its MBA programme consistently rated top in Singapore since 2004 by The Economist.
Innovative learning
In higher education, NTU is driving new pedagogies so that millennials can learn more effectively in this digital age. Part of NTU's education strategy is the flipped classroom model of learning. The centrepiece of this new way of learning is The Hive, a groundbreaking learning facility that has been described by CNN as having redefined the traditional classroom. 
Innovative education initiatives also include signature programmes such as Renaissance Engineering Programme, CN Yang Scholars Programme, NTU-University Scholars Programme. Designed for high-achieving students, these programmes offer a multidisciplinary curriculum, guidance by top faculty, interdisciplinary and intensive research opportunities, overseas exposure, as well as dialogues with world-class scientists and industry leaders.?
Set up jointly with Imperial College London, NTU's medical school, is grooming a new generation of doctors to meet the healthcare needs of Singapore.
Research impact
Known for research excellence and technological innovation, NTU leads the top Asian universities in normalised research citation impact (Clarivate Analytics’ InCites 2016). In the 2018 Nature Index, NTU is placed 29th among the world's universities and first in Singapore.
NTU's five-year strategic plan, NTU 2020, builds on strong foundations of NTU 2015 and aims to propel NTU to greater heights of research excellence. The plan focuses on five key research thrusts – Sustainable Earth, Global Asia, Secure Community, Healthy Society and Future Learning. The areas leverage NTU’s diverse strengths, particularly its longstanding expertise in engineering, business and education, and the interfaces these have with various disciplines such as in healthcare, science and the humanities. NTU’s sustainability initiatives have clinched significant competitive research funding and the university is already a global leader in this area.","NANYANG TECHNOLOGICAL UNIVERSITY, 50 NANYANG AVENUE 639798","Manager, Professional","Contract, Full Time","Education and Training, Information Technology",4 applications,Posted 28 Jan 2019,Closing on 27 Feb 2019,Monthly,"$4,500-$5,500"
7,Data Analyst,PROPERTYGURU PTE. LTD.,"Roles & ResponsibilitiesPropertyGuru Group is Asia’s leading online property company and the preferred destination for over 25 million property seekers to find their dream home, every month.  PropertyGuru and its group companies empower the property seekers with the widest option of more than 2 million homes, in-depth insights and solutions that enable them to make confident property decision across Singapore, Malaysia, Thailand, Indonesia and Vietnam. PropertyGuru.com.sg was launched in 2007 and revolutionised the Singapore property market by taking it online and made property search transparent for the property seeker. Over the decade, the group has grown from a regional property media powerhouse to a high-growth technology company with a robust portfolio of No.1 property portals, award-winning mobile apps; best-in-class developer sales enablement platform, ePropertyTrack and a host of industry-leading property offerings such as awards, events and publications – across eleven countries in Asia.   For more information, please visit www.PropertyGuruGroup.com Our websites attract more than 100 million monthly page-views which result in non-stop massive click-stream for behaviour data with around 130 million users. As a result, PropertyGuru has the most comprehensive data for property supply and demand in Southeast Asia. Our Data Science team is empowered to build unique and compelling user experiences using machine learning and data. The work done by our Data Analysts are highly sought after as the business sees the Data Analysts as partners in their journey who drive and create tremendous impact to the business. Responsibilities:  Influence business by creatively exploring the data to inform the business Translate the user at scale and help drive the decision making Translate complex findings and results into a compelling narrative for the business Partner with business stakeholders to define and evaluate the key metrics for the business’ success and progress e.g. assist stakeholders in understanding the reason behind data changes Investigate questions around user experiments and help understand the reasons Communicate analyses and recommendations to the business stakeholders for their decision making Ensure that the analyses are repeatable and accessible Requirements Bachelor’s degree in IT or relevant field. Alternatively, lesser qualifications with strong experience in machine learning will also be considered Minimum 2+ years of industry experience in working with terabyte scale datasets. 4+ years preferred. Communicate clearly and effectively to cross functional business partners of varying technical levels Build clear and simple Tableau dashboards and presentations Working knowledge of relational databases (BigQuery, Redshift, MySQL) and query authoring (SQL) Experience working with Google Analytics is a plus Experience in Python, R, C++, Java, Go, Scala is a plus ","PropertyGuru.com.sg, Singapore's leading property portal and a flagship website of PropertyGuru's Network – Asia's Property Guru. PropertyGuru.com.sg is used by over 4.5 million consumers who view over 50 million pages.
A favourite with local property seekers, PropertyGuru.com.sg is the largest online property database in Singapore, with several awards under its belt and features real time access to multi-media rich content covering property and home-related products, services, news, advice, guides and tools. It works closely with prominent real estate developers in Singapore and overseas, over 20,000 housing agents, and home-related firms.","TRIPLEONE SOMERSET, 111 SOMERSET ROAD 238164","Fresh/entry level, Professional","Permanent, Full Time","Engineering, Information Technology",0 application,Posted 28 Jan 2019,Closing on 27 Feb 2019,Monthly,"$4,000-$5,200"
8,IT Executive (Data Analyst),SKY PREMIUM INTERNATIONAL PTE. LTD.,"Roles & ResponsibilitiesSky Premium International is looking for IT Executives to be part of an dynamic team to plan, develope, execute and deliver compelling and innovative data-driven solutions and reports to imporve our business operations and facilitate decision-making. Responsibilites :  - To mine, analyse and report data from the company-owned systems and databases, to support and drive decision making in terms of product development and product marketing. - To design, develop, build, execute, train, test, validate and implement data and machine learning models, for production, testing, proof-of-concepts (POCs) as well as demonstration purposes. - To design, develop, test, validate and implement static reports as well as dynamic dashboards, for production and testing. - To collect, consolidate, clean-up, structure and/or process data from various disparate structured, unstructured and/or incomplete data sets and data sources. - To write complex queries and/or scripts to perform data aggregation, extraction, transformation and load (ETL). - To verify deliverables against the agreed qualities and standards as per the approved specifications. - To arrange, coordinate and conduct user acceptance testing (UATs) and user training sessions, with involved stakeholders and end-users, and follow-up on reported data models, dashboards and/or reports related issues closely. - To create, update and maintain proper specifications, such as functional, technical, report and/or database specifications.RequirementsRequirements & Pre-Requisite : - Minimum a Degree in IT or Computer Science, or equivalent. - At least 3-5 years of experience working with MS Excel, SQL Server, MYSQL and/or NOSQL databases and database visualization tools (e.g. Tableau), is a must. - At least 3-5 years of programming experience in C#, Python and/or, with TSQL is a must. Experience with AWS and/or AZURE is required. - Good understanding of both relational database as well as non-relation database designs and concepts. - Able to communicate effectively, analytical with good time management, problem-solving and documentation skills.      ",No information added.,"ONE RAFFLES PLACE, 1 RAFFLES PLACE 048616",Executive,Full Time,Information Technology,0 application,Posted 28 Jan 2019,Closing on 27 Feb 2019,Monthly,"$2,500-$4,000"
9,Data Analyst,FUTUREX TECHNOLOGIES PTE. LTD.,"Roles & ResponsibilitiesThe successful candidate will be responsible for Global Banking(GB) and Commercial Banking(CB) Analytics, which will include data sourcing, data transformation, predictive modelling and creating Tableau dashboards. Create strong blending data capabilities within team so that we can come up with useful client information from data very quickly Engage with business stakeholders cross countries and gather requirement and liaise with ETL team to get the required data preparation. Promote analytics driven decision making processes across multiple segments/product portfolios Engage and execute the dashboards on Tableau or similar visualization tools Explore statistical and automation tools like R, SAS, Python for predictive and prescriptive analytics Engage relevant technology teams to embed advanced statistical tools Prepare and/or contribute to regular updates for various committees and governance forums Provide insights to senior management and the network based on MIS and analytics Highlight any perceived risks and early alerts to the management based on data analytics Perform data validation and dashboard performance optimizationRequirementsA proven track record with 4 years or more of relevant analytics work experience and demonstrated career progression/increase in responsibilities Strong academic record: Degree in Finance, Statistics, Computer Science or related field Knowledge of either SAS, R or Python Strong understanding of Hadoop Database Strong Knowledge of Tableau or similar visualization tools Proficient in excel and SQL Knowledge of statistical modelling and machine learning will be an added plus Understanding of the ETL process Highly effective verbal and written English communication skills Good presentation, time management, negotiation and influencing skills Ability to influence without authority Strong analytical and problem solving skills Experience in project management from business requirement definition, solution validation, user testing, technical documentation and production roll out Ability to manage multiple work streams with strong problem solving and analytical skills Strong communication and presentation skills to varying levels of management  ","Futurex Technologies is an IT consulting company and have keen interest in developing Projects on AI, IOT, BIG Data, Data Analytics, Automation, cyber security. We aspire to become a strong contributor in latest technologies and train local talent on emerging technologies in Singapore and beyond. ","GERMAN CENTRE, 25 INTERNATIONAL BUSINESS PARK 609916",Executive,Contract,Information Technology,0 application,Posted 28 Jan 2019,Closing on 27 Feb 2019,Monthly,"$6,000-$6,500"
